Title|Links|Text|High_Priority
Me empurraram uma TV Box que não uso falando que não ia cobrar a mais e cobraram|https://www.reclameaqui.com.br/claro/me-empurraram-uma-tv-box-que-nao-uso-falando-que-nao-ia-cobrar-a-mais-e-cob_xo5sf5k6WjRXxDnA/|Fiz a assinatura de um plano de internet por 118 reais. Me apareceu uma atendente me oferecendo a porcaria de uma TV Box que segundo ela era gratuita e que não acresceria meu valor. Nem cheguei a usar e guardei. Pois bem que pra minha surpresa meu plano foi pra 200 reais e passaram a cobrar a porcaria da TV Box. Quero sair da Claro. Não entrem. Ficam empurrando coisa falando que é de graça e te cobram depois.|True
Descumprimento de contrato/ cobrança indevida  e péssimo atendimento|https://www.reclameaqui.com.br/claro/descumprimento-de-contrato-cobranca-indevida-e-pessimo-atendimento_P9e8mSbaCg6MNQS9/|Há 3 meses contratei serviço de internet da Claro fibra 250 megas pelo valor de R$ 99,99 pelo site da empresa, pois bem, a internet vendia pela empresa como fibra óptica é falsa não tem nada haver com sinal emitido por fibras óticas, ao reclamar eles dizem que o sinal por fibra é só até o poste, o sinal emitido é instável tem dias que tenho menos de 60 megas e dias que tem mais de 250 megas e hoje por exemplo medi 14 megas, portanto a velocidade do sinal é totalmente instável, por fim todas as vezes que façõ contato com a empresa para resolver o problema é a maior enrolação ficam transferindo sua ligação o tempo todo, hoje por exemplo liguei 3 vezes e na última vez fui transferido 4 vezes, cancelam as visitas técnicas agendadas e na maior cara de pau alegam a falta de profissionais para atender os clientes, o contato pelo site é um parto  meu e-mail cadastrado é o antigo, já atualizei no site mas continua aparecendo o antigo ao tentar contatar a ouvidoria pelo site alegam que a senha está incorreta, quando vou pedir atualização da senha aparece meu e-mail antigo, não consigo alterar e fico sem a possibilidade de contato pelo site. Os atendentes parecem que estão em outro planeta, você se obriga a explicar e reesplicar a situação o tempo todo, é extremamente irritante e por último estão cobrando 119,99 por mês de um contrato de 109,99 que fiz com eles. Por fim é uma empresa que não tem o menor compromisso com a verdade, pois, vende gato por lebre e não tem compromisso com seus clientes. Na minha opinião empresas assim deveriam ser investigadas pelo Ministério Público e multadas pesadamente por essas irregularidades e impedidas de funcionar se não se adequarem. |True
Estou desesperado, não consigo ligar para ninguém.|https://www.reclameaqui.com.br/claro/estou-desesperado-nao-consigo-ligar-para-ninguem_45j_N4qlZrVX4sl6/|Inesperadamente, fui fazer uma ligação no dia 31/08/2021, mais ou menos as 18:00 hs, começou a mensagem  CELULAR TEMPORARIAMENTE PROGRAMADO PARA NÃO REALIZAR ESTE TIPO DE LIGAÇÃO, aí liguei para 1052, atendiam a secretária eletrOnica e dizia: o seu plano é ......, então liguei no 0800 72 36626, mas como vou ligar se não consigo e fiquei louco, não sabia aonde correr...entrei no GOOGLE com a mensagem e deparei com um problema que vem ocorrendo aos montes. Conclusão: como vou resolver, esperar dias, sair da minha residência, ir até uma loja mais próxima.... Muita sacanagem da CLARO, esse tipo de problema. Meu plano de pagamento é PÒS PAGO - Linha 011-99194.5570|True
Planos adicionais sendo cobrados constantemente|https://www.reclameaqui.com.br/claro/planos-adicionais-sendo-cobrados-constantemente_OkEvGRJTmnF8vofb/|"Tenho um plano da claro onde pago por mês:31,00  porém a claro sempre coloca valores adicionais dos quais nunca permiti, estou com essa problema há mais de 04 meses, eu simplesmente não tenho vontade nem de ligar para as pobres atendentes pois imagino como deve ser cansativo resolver um problema que nem a própria claro se importa, pois se importasse com o cliente daria ferramentas para o bloqueio desses valores adicionais, a única coisa que me prende a claro é a multa de cancelamento, que é um absurdo de caro. Estou recorrendo ao reclame aqui pois cansei de falar na central, já percebi que a claro só se importa em conquistar o cliente no início pois depois parece que querem infernizar o cliente mesmo. Me sinto completamente decepcionado com a claro, quero um posicionamento do ""porquê"" desses valores adicionais em todas as minhas faturas, pois estou a um passo de procurar o procon!!!Dá pra saber que o atendimento é ruim pelo tanto de reclamação que a claro não responde.Só peço a Deus chegar Janeiro para eu poder cancelar em paz "|True
Não notificação de Reajuste de plano e Saldo de Credito sem objetivo|https://www.reclameaqui.com.br/claro/nao-notificacao-de-reajuste-de-plano-e-saldo-de-credito-sem-objetivo_xcxDz0xdbHkdlPZW/|O primeiro problema é sobre a não notificação de Reajuste do meu plano controle. Mandaram a fatura, ja com o valor reajustado, e me informam não haver nenhum benefício q compense esse aumento. O segundo problema, coloquei 10 reais de credito para utilizar com compra de pacotes de internet, porém a claro bloqueou o uso desse saldo, onde segundo a atendente, só serve exclusivamente para receber chamadas a cobrar, sendo que nem faço questão desse serviço ja que o próprio plano ja supre. Não querem estornar o valor na fatura do plano, e nem deixam utilizar no serviço de internet.|False
Recarga programada|https://www.reclameaqui.com.br/claro/recarga-programada_F75K-8t0fLaBDoMk/|Solicitei o cancelamento da recarga programada que vem descontanso no cartao de crédito e já é a segunda vez que vem descontando o valor na fatura.|False
Cobrança de plano não contratado |https://www.reclameaqui.com.br/claro/cobranca-de-plano-nao-contratado___Jg3tqog_6Hwe0c/|"Sou cliente Claro Residencial, com plano de 2 pontos de TV e internet banda larga. Há dez anos eu era cliente Tim Celular e não tinha problemas e qualquer pretensão de mudar de operadora. Porém, recentemente, após inúmeros contatos do grupo comercial da Claro, recebi uma proposta financeiramente muito vantajosa, que me daria uma redução de custo mensal com as contas de TV, internet banda larga e celular de aproximadamente R$ 100,00/mês. Diante do benefício financeiro, e apenas por isso, aceitei mudar de operadora para contratar o plano combo da Net, com a inclusão do pacote de telefone celular, com 20 gb de internet, no plano de TV a cabo e internet banda larga, no valor total de R$ 225,00/mês. Realizei o pagamento da multa pela rescisão contratual com a Tim e habilitei um único chip no dia 06/07/2021 com a Claro.No dia 26/07/2021, ao receber as faturas dos serviços contratados com a Claro veio a minha surpresa. De início, em razão do recebimento de duas faturas distintas, e, posteriormente, ao verificar a cobrança de um plano de telefone celular no valor de R$ 63,57, além de R$ 211,39 pelos serviços de TV a cabo e internet banda larga, totalizando o valor de R$ 274,96. Entrei em contato através da Central de Atendimento nos telefones 10621 e 1052 e as informações eram que o meu problema deveria ser resolvido com a Central de Combo Net (10621), a qual, por sua vez, informava que o problema deveria ser resolvido pela Claro Residencial (1052). No dia 04/08/2021, entrei em contato com a Ouvidoria da Claro (protocolo n. 038214624684802), que reconheceu o equívoco e abriu um chamado para alterar os dados do meu plano contratado, com prazo de resposta em 5 dias úteis. Sinalizei que estava chegando a data de vencimento da fatura do telefone residencial, no dia 09/08/2021, e que o pagamento não seria realizado naquele valor, que não correspondente ao serviço por mim contratado. Poucos dias depois, recebi a confirmação de que os dados do meu contrato haviam sido alterados para refletir os serviços contratados inicialmente. Hoje, contudo, ao verificar as faturas encaminhadas para a minha caixa de e-mail, fui novamente surpreendida com o envio de duas faturas distintas, uma da Claro residencial (TV a cabe e internet banda larga), no valor de R$ 195,19, e outra, da Claro Móvel, no valor total de R$ 274,97 (R$ 211,40 a cobrança dos serviços ""utilizados"", incluindo linha extra não habilitada, além do valor de R$ 64,95, referente ao ""débito"" da fatura com vencimento no dia 09/08/2021).Ao realizar novo contato, fui mais uma vez ""orientada"" a tratar com central distinta. A ouvidoria tem horário de atendimento limitado. Considerando o despreparo da Central de Atendimento, o desrespeito ao consumidor, não restou alternativa senão recorrer ao Reclame Aqui, para solicitar, por gentileza, que a empresa (1) atualize os dados do plano combo contratado no valor mensal de R$ 225,00, com o envio das cobranças de forma correta no prazo máximo de 2 (dois) dias da ciência dessa notificação; ou, (2) cancele as cobranças da Claro Residencial já realizadas de forma amigável, bem como dispense a multa por rescisão contratual, na medida em que foi a própria contratada quem deu causa à rescisão. Aguardo o retorno. Atenciosamente, "|False
Cobrança indevida.|https://www.reclameaqui.com.br/claro/cobranca-indevida_HiDOHCAwYd7MfX1C/|Efetuei o pagamento da fatura da conta referente ao mês de julho de 2021, e estão cobrando novamente e desligaram o sinal da minha casa. Já liguei e mandei comprovante por email e continua falando que não foi efetuado o pagamento.|False
Meu número de telefone foi cancelado.|https://www.reclameaqui.com.br/claro/meu-numero-de-telefone-foi-cancelado_4D02A0vEQ_OtNERg/|Meu número de telefone foi cancelado sem eu mandar eu mandei bloquear porque tinha perdido o chip aí o atendente cancelou o número e meu plano e eu pagar uma multa de quase r$ 200 e sendo que eu nem usei ainda se não conseguir resolver isso eu vou ter que colocar na justiça porque esse número eu preciso dele.|False
Cobrança indevida do plano|https://www.reclameaqui.com.br/claro/cobranca-indevida-do-plano_9jXHWGU4tSmEeztY/|Uma mudança no plano de telefonia e 4G da CLARO foi contratada e acertada no inicio do ano. Desde então, mensalmente, a empresa cobra um valor que não foi o acordado. Preciso telefonar para o SAC para explicar o erro na fatura enviada. O processo é esclarecido, a empresa informa que corrigiu o erro, emite um novo boleto e finaliza dizendo que o valor correto foi inserido no sistema, que o próximo boleto tudo virá certo, o que nunca acontece! Continuo recebendo boletos com valores errados e por pagar em débito automático tenho que cancelar mensalmente cada boleto e voltar a telefonar para o SAC! Qual o problema de efetuar a correção no sistema de uma vez por todas? Cansei!|False
Kabum faltou devolver falor do frete de 3 pedidos|https://www.reclameaqui.com.br/kabum/kabum-faltou-devolver-falor-do-frete-de-3-pedidos_HKIJRdg1FTRfYm3G/|Sobre meus pedidos de números 24152804, 24329130 e 24582669, realizados nos dias 15/07/2021, 30/07/2021 e 17/08/2021 respectivamente, todos foram devolvidos por arrependimento de compra. A Kabum estornou apenas o valor dos produtos nos 3 pedidos, mas não estornou o valor do frete em nenhum deles, cujo os valores são R$19,98, R$ 12,90 e R$ 19,70 respectivamente. O artigo 49, parágrafo único do Código de Defesa do Consumidor, deixa claro que o valor do frete também deve ser estornado.|False
Confirmação de Login|https://www.reclameaqui.com.br/kabum/confirmacao-de-login_vhjuJReTcvjDBdXs/|Recebi um email da Kabum dizendo que foi feito login em minha conta. Comprei uma vez na Kabum na vida. Como pode uma empresa desse tamanho com uma falta de segurança dessas. A data foi dia 31/08/2021 as 21:26. Quero deixar claro que não fiz nenhum acesso nesta data. E não vou arcar como nenhuma compra em meu nome. Se isso acontecer vou procurar meus direitos legais. Fico no aguardo para explicações. Enviei emails relatando o problema para o faleconosco@kabum.com.br. Agradeço desde já a atenção.|False
Pedido EXTRAVIADA|https://www.reclameaqui.com.br/kabum/pedido-extraviada_FH9tjIof9bwNRW-X/|Hoje passei por um transtorno enorme, sempre comprei na KaBuM e nunca tive problemas até hoje, no meu 6 pedido com a KaBuM foi extraviado na rua da minha casa segundo me passou a moça do RH da transportadora Dia entreguea Jéssica, hoje as 12:24 Eu estava almoçando quando recebi a mensagem da Jéssica do Rh super educada me pediu para descer e encontrar com o motorista, pois ela disse que ele ja estava na minha rua,  larguei o meu almoço na mesa desci do meu apartamento e não vi ninguém aparamente na rua e logo mandei mensagem para ela dizendo que não tinha ninguém na rua, quando notei um carro branco estacionado  do outro lado da rua, então fiquei esperando sentado do outro lado da rua para ver se alguém descia do carro, para saber se era o entregador, e não vi ninguém descendo do carro, cheguei a pensar que não era o carro do motorista, mandei mensagem para ela, e ela não me confirmou na hora se de fato o carro branco era o entregador no do outro lado da rua, eu fiquei mais de 10 minutos esperando na rua não vi ninguém descendo do carro branco, enquanto conversava com ela mandei foto do local  exato que estava mandei foto do meus rosto para ela, para ela mandar pro motorista ja que ela não me passou o número do motorista, passei todas a identificações possíveis tudo para facilitar a entrega, e nada do motorista aparecer, os outros motoristas dos meus outros 5 pedidos ja sabia meu endereço certinho, mandei minha localização em tempo real e nada do motorista aparecer para me entregar meu pedido, mandei mensagem para perguntando do motorista com minha encomenda e ela me disse que tava ligando e mandou mensagem pro motorista e ela não atendia e nem respondia mais, após mo tempo esperando vi o carro branco indo embora e logo seguida ela me manda mensagem dizendo que o motorista foi assaltado na rua da minha casa! Achei muito estranho como isso era possível pois eu larguei o meu almoço e desci do apartamento na mesma hora e nem se quer vi o motorista descendo do carro! Estou chocado e até agora sem entender ! Ja entrei  em contato com o KaBuM que me prontificou-se a enviar  novamente para min até amanha 01/09/2021  perdi para me entregaram agora do lado da base da polícia que tem próxima a minha casa não quero ter mais transtorno, preciso do meu pedido meu computador está sem funcionar faltando essa peça para ligar o computador onde trabalho e ganho dinheiro  com o computador, cada dia que dico  sem trabalhar perco dinheiro fora o transtorno, fico no aguardo amanhã a KaBuM me enviar novamente meu pedido ao lado da base da polícia onde solicitei, sei que a KaBuM não tem culpa e Eu também  Não, mas também não posso ficar no prejuízo ainda mais que pedi o cartão do meu cunhado emprestado  para fazer essa compra, fico então no aguardo a KaBuM me enviar novamente amanhã 01/09/2021 esperando poder continuar comprando com vocês da KaBuM pois até hoje nunca tinha tido problemas, quando caso for solucionado eu posto a tratativa |True
Cancelaram minha compra sem se quer me avisar.|https://www.reclameaqui.com.br/kabum/cancelaram-minha-compra-sem-se-quer-me-avisar_79Wz6UOIH-tYDeJw/|"Realizei a compra de um computador básico para utilização de pacote Office e periféricos, com o meu cadastro e com o meu cartão, no dia 30/08/21. O banco aprovou de imediato. No entanto, na manhã seguinte, o Kabum simplesmente cancelou minha compra (sem se quer me avisar, pois eu só soube porque acessei minha conta). Entrei em contato e o atendente informou que houve um cancelamento por critérios de segurança da empresa, por eu ser um cliente novo.Conclusão: Estou com a compra cancelada, ninguém pode fazer nada a respeito (informado via telefone), perdi a tal promoção que o site indicava, o ""pós quase venda"" foi uma verdadeira porcaria e A COMPRA AINDA ESTÁ APROVADA NO MEU CARTÃO, ONDE FUI INFORMADO PELA ATENDENTE QUE O POSSÍVEL ESTORNO PODERÁ OCORRER APENAS NA DATA DE FECHAMENTO DO CARTÃO.Apesar de ser uma loja bem conhecida, minha primeira (e provavelmente única) experiência foi horrorosa.Desconfiaram de mim sem motivo algum, cancelando minha compra e me deram com isso um motivo enorme de desconfiança para com esta empresa.Minha dica com base na minha primeira experiência é que se você precisa de um produto com urgência, procure outro site/empresa de vendas, pois poderá passar nervoso e se chatear a toa. "|True
DEMORA PARA DEVOLUCAO|https://www.reclameaqui.com.br/kabum/demora-para-devolucao_yxO5MrAmTVEZ6iCB/|PEDIDO 24451152 A TRANSPORTADORA VEIO Na minha RESIDÊNCIA E NÃO EFETUOU A COLETA , A CAIXA ESTAVA LACRADA E FOI O CONFERENTE  DA TRANSPORTADORA  QUE ABRIU A CAIXA E NAO QUIS PEGAR A DEVOLUÇÃO PORQUE ESTAVA COM UMA MARCA QUE JÁ RECEBI ASSIM , E UMA MARCA DE ATRITO DAS PEÇAS  COM OUTRA NA CAIXA  O [Editado pelo Reclame Aqui] QUE E O CLIENTE QUE FICA NO PREJUÍZO PERDIR  DIA DE TRABALHO PARA ESPERAR A COLETA E MANDEI E-MAIL E NADA DE RESPOSTA DA KABUM PRECISO DO LIMITE DO   MEU CARTÃO PARA EFETUA UMA NOVA COMPRA E NADA |False
Problema com Garantia|https://www.reclameaqui.com.br/kabum/problema-com-garantia_3sAjBVRCK2W-xvt-/|Adquiri duas memórias em outubro de 2020, após algum tempo de uso começaram apresentar erro de tela azul e enviei para garantia, após um mês de espera e várias tentativas de receber meus produtos de volta, optei por adquirir novas memórias e PAGAR a diferença de valor, quando as novas chegaram haviam sido embaladas de qualquer forma, em embalagem plástica e com um pouco de plástico bolha, ao instalá-las no PC apenas uma funcionou, a outra estava com avarias e com a caixinha amassada. Ainda estou no aguardo de uma resposta da empresa sobre a troca...|False
PROTOCOLO: #2429450210806|https://www.reclameaqui.com.br/kabum/protocolo-2429450210806_9GNyhiEQCl4WThW7/|Acionei a garantia do produto: Mousepad Gamer XPG Battleground XL Prime RGB, Extra Grande (900 x 420 mm) (30951008), por conta do defeito apresentado. E hoje recebo a informação que a minha solicitação foi aprovada, mas não possuíam outro item para me enviar e que desta forma, efetuaram o estorno conforme a forma de pagamento. Este procedimento não foi aprovada por mim, até mesmo porque eu não quero o estorno, eu quero o item em questão ou um similar. Então solicito que tomem as devidas providências, caso contrário, acionarei o Procon, e se necessário, entrarei com uma ação judicial, visto que não concordei com o estorno do valor, eu queria o mesmo item. Vocês ao menos deveriam me perguntar se eu tinha interesse em um similar ou no estorno.Atenciosamente,Eduardo.|True
Não entrega na data, mesmo frete pago|https://www.reclameaqui.com.br/kabum/nao-entrega-na-data-mesmo-frete-pago_4vaEabLmyS-S3mzU/|Fiz uma compra no site Kabum dia 24/08/2021, prometiam entregar em 3 dias na transportadora VEX ( informa que entregam em 48hs, mais é mentira)  se pagasse um frete de quase R$ 50,00. Fiz isso paguei e até agora dia 31 ainda não me entregaram, e nenhum email recebi informando o que houve, comprei um nobreak, estou precisando com urgência, mais infelizmente não contem com a Kabum, pôs você vai ficar na mão. Preciso de uma solução. E quero o dinheiro que paguei no frete, reembolsado, pôs não cumpriram o combinado, paguei a toa.|False
Minha encomenda esta atrasada!|https://www.reclameaqui.com.br/kabum/minha-encomenda-esta-atrasada_nrol--Fql9s73SuY/|No dia 06/08 realizei a compra de um ps5 ( pré-Venda) pedido #24424328, com data prevista para chegar no dia 20/08. Apos chegar essa data entrei em contato com o chat da loja e me pediram desculpas e informaram que minha encomenda chegaria apenas no dia 24/08, mais uma vez eu aguardei a data informada e não recebi meu produto. Entrei em contato novamente com a loja via fone e me informaram um novo prazo de entrega, agora no dia 31/08 dentro do horario comercial. O prazo de entrega do dia 31 se encerrou eu mais uma vez não recebi minha encomenda, não tive nenhum tipo de contato da loja para dar algum tipo de satisfação, deixando totalmente por responsabilidade do usuario correr atras de informações sobre seu produto. Estou muito chateado com a loja pois dentre outras opções de compra eu escolhi a Kabum para efetuar a compra de pré-venda, porem so estou tendo dor de cabeça e o pior ainda sem meu produto.|False
kabum ameaça não processar garantia se o produto nao conter a embalagem|https://www.reclameaqui.com.br/kabum/kabum-ameaca-nao-processar-garantia-se-o-produto-nao-conter-a-embalagem_4EBM7yPhWW6XfaMo/|tenho um ssd quase inoperacional e dentro da garantia, todos os dados para a troca do ssd estão no próprio ssd, inclusive checado com a fabricante, mas dizem que não farão a troca caso eu nao envie a caixa, a qual, por motivo de mudança, nao tenho mais. só preciso que honrem a garantia do produto, sendo que a fabricante me obriga a passar pela empresa|False
Mais de 7 uteis que nao realizaram o estorno da minha compra.|https://www.reclameaqui.com.br/kabum/mais-de-7-uteis-que-nao-realizaram-o-estorno-da-minha-compra_hDfVD3CGwjqA6aFo/|Dia 21/08 realizei a compra de um gabinete no site da kabum e logo após perceber que comprei o gabinete errado solicitei o cancelamento do pedido e que colocado em credito o valor que paguei. Número do pedido#24639466Ai na segunda feira dia 23/08 eu realizei a compra do gabinete correto via PIX com o credito em conta, pois o site não tem a opção de credito em conta.Entrei em contato com o suporte pois o pedido ficou travado aguardando pagamento, e fui tirar uma dúvida se cancelasse a compra em quantos dias eles estornariam meu dinheiro, aí o atende já cancelou automático meu pedido e me disse que o prazo seria de 7 dias úteis, sendo que eu NAO SOLICITEI O CANCELAMENTO. Ai eu tranquilo, eu compro em outro lugar. Hoje completou 7 dias úteis e até o momento não estornaram meu dinheiro.Número do ultimo pedido#24652721Entrei em contato com o suporte hoje cedo e pediram para aguardar, sendo que ja era para ter feito estorno, bastante decepcionado com a kabum.|True
